Tournament,Stage,Match Type,Match Name,Team,Action,Map
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Mega Minors,pick,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,LOUD,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 2,NRG vs LOUD,Mega Minors,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Evil Geniuses,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Cloud9,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Evil Geniuses,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Cloud9,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Evil Geniuses,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 2,Cloud9 vs Evil Geniuses,Cloud9,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,MIBR,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,LEVIATÁN,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,MIBR,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,LEVIATÁN,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,MIBR,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 2,MIBR vs LEVIATÁN,LEVIATÁN,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,FURIA,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,2Game Esports,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,FURIA,pick,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,2Game Esports,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,FURIA,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 3,2Game Esports vs FURIA,2Game Esports,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Mega Minors,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,LEVIATÁN,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Mega Minors,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,LEVIATÁN,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,Mega Minors,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 3,LEVIATÁN vs NRG,LEVIATÁN,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Sentinels,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Cloud9,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Sentinels,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Cloud9,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Sentinels,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 3,Sentinels vs Cloud9,Cloud9,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,MIBR,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,100 Thieves,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,MIBR,pick,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,100 Thieves,pick,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,MIBR,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 3,MIBR vs 100 Thieves,100 Thieves,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,G2 Esports,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Evil Geniuses,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,G2 Esports,pick,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Evil Geniuses,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,G2 Esports,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 3,G2 Esports vs Evil Geniuses,Evil Geniuses,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,LOUD,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,KRÜ Esports,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,LOUD,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,KRÜ Esports,pick,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,LOUD,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 3,LOUD vs KRÜ Esports,KRÜ Esports,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Cloud9,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,2Game Esports,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Cloud9,pick,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,2Game Esports,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,Cloud9,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 4,Cloud9 vs 2Game Esports,2Game Esports,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Mega Minors,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,MIBR,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Mega Minors,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,MIBR,pick,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,Mega Minors,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 4,MIBR vs NRG,MIBR,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Sentinels,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Evil Geniuses,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Sentinels,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Evil Geniuses,pick,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Sentinels,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 4,Sentinels vs Evil Geniuses,Evil Geniuses,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,LEVIATÁN,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,KRÜ Esports,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,LEVIATÁN,pick,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,KRÜ Esports,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,LEVIATÁN,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,LEVIATÁN vs KRÜ Esports,KRÜ Esports,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,FURIA,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,G2 Esports,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,FURIA,pick,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,G2 Esports,pick,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,FURIA,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 4,FURIA vs G2 Esports,G2 Esports,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,LOUD,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,100 Thieves,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,LOUD,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,100 Thieves,pick,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,LOUD,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 4,LOUD vs 100 Thieves,100 Thieves,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,KRÜ Esports,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Mega Minors,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,KRÜ Esports,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Mega Minors,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,KRÜ Esports,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 5,KRÜ Esports vs NRG,Mega Minors,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,100 Thieves,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,LEVIATÁN,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,100 Thieves,pick,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,LEVIATÁN,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,100 Thieves,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,100 Thieves vs LEVIATÁN,LEVIATÁN,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Evil Geniuses,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,FURIA,ban,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Evil Geniuses,pick,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,FURIA,pick,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,Evil Geniuses,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 5,FURIA vs Evil Geniuses,FURIA,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,2Game Esports,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sentinels,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,2Game Esports,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sentinels,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,2Game Esports,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 5,2Game Esports vs Sentinels,Sentinels,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,G2 Esports,ban,Bind
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Cloud9,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,G2 Esports,pick,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Cloud9,pick,Lotus
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,G2 Esports,ban,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 5,G2 Esports vs Cloud9,Cloud9,ban,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,MIBR,ban,Corrode
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,LOUD,ban,Haven
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,MIBR,pick,Icebox
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,LOUD,pick,Sunset
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,MIBR,ban,Ascent
VCT 2025: Americas Stage 2,Group Stage,Week 5,MIBR vs LOUD,LOUD,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Cloud9,ban,Sunset
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,LEVIATÁN,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Cloud9,pick,Corrode
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,LEVIATÁN,pick,Haven
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,Cloud9,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,LEVIATÁN vs Cloud9,LEVIATÁN,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,100 Thieves,ban,Lotus
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,G2 Esports,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,100 Thieves,pick,Sunset
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,G2 Esports,pick,Haven
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,100 Thieves,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Upper Round 1,G2 Esports vs 100 Thieves,G2 Esports,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Sentinels,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Cloud9,ban,Sunset
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Sentinels,pick,Corrode
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Cloud9,pick,Icebox
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Sentinels,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,Sentinels vs Cloud9,Cloud9,ban,Haven
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Mega Minors,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,G2 Esports,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Mega Minors,pick,Corrode
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,G2 Esports,pick,Sunset
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,Mega Minors,ban,Lotus
VCT 2025: Americas Stage 2,Playoffs,Upper Semifinals,NRG vs G2 Esports,G2 Esports,ban,Haven
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,LEVIATÁN,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,KRÜ Esports,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,LEVIATÁN,pick,Lotus
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,KRÜ Esports,pick,Sunset
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,LEVIATÁN,ban,Corrode
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,LEVIATÁN vs KRÜ Esports,KRÜ Esports,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,100 Thieves,ban,Lotus
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Evil Geniuses,ban,Sunset
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,100 Thieves,pick,Bind
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Evil Geniuses,pick,Corrode
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,100 Thieves,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Round 1,100 Thieves vs Evil Geniuses,Evil Geniuses,ban,Haven
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,LEVIATÁN,ban,Corrode
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Mega Minors,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,LEVIATÁN,pick,Ascent
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Mega Minors,pick,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,LEVIATÁN,ban,Lotus
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,NRG vs LEVIATÁN,Mega Minors,ban,Sunset
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,100 Thieves,ban,Lotus
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Cloud9,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,100 Thieves,pick,Haven
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Cloud9,pick,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,100 Thieves,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Lower Round 2,Cloud9 vs 100 Thieves,Cloud9,ban,Sunset
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,G2 Esports,ban,Corrode
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sentinels,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,G2 Esports,pick,Bind
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sentinels,pick,Sunset
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,G2 Esports,ban,Lotus
VCT 2025: Americas Stage 2,Playoffs,Upper Final,Sentinels vs G2 Esports,Sentinels,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Mega Minors,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Cloud9,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Mega Minors,pick,Haven
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Cloud9,pick,Corrode
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Mega Minors,ban,Sunset
VCT 2025: Americas Stage 2,Playoffs,Lower Round 3,NRG vs Cloud9,Cloud9,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sentinels,ban,Ascent
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Mega Minors,ban,Bind
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sentinels,pick,Lotus
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Mega Minors,pick,Icebox
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Sentinels,pick,Sunset
VCT 2025: Americas Stage 2,Playoffs,Lower Final,Sentinels vs NRG,Mega Minors,pick,Corrode
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,G2 Esports,ban,Corrode
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,G2 Esports,ban,Icebox
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,G2 Esports,pick,Bind
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Mega Minors,pick,Lotus
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,G2 Esports,pick,Ascent
VCT 2025: Americas Stage 2,Playoffs,Grand Final,G2 Esports vs NRG,Mega Minors,pick,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Natus Vincere,ban,Lotus
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Apeks,ban,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Natus Vincere,pick,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Apeks,pick,Sunset
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Natus Vincere,ban,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Natus Vincere vs Apeks,Apeks,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,GIANTX,ban,Corrode
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,pick,Sunset
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,GIANTX,pick,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,Team Vitality,ban,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Vitality vs GIANTX,GIANTX,ban,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,FUT Esports,ban,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Gentle Mates,ban,Corrode
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,FUT Esports,pick,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Gentle Mates,pick,Sunset
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,FUT Esports,ban,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FUT Esports vs Gentle Mates,Gentle Mates,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Team Liquid,ban,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,KOI,ban,Corrode
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Team Liquid,pick,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,KOI,pick,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,Team Liquid,ban,Sunset
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Liquid vs KOI,KOI,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,BBL Esports,ban,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Team Heretics,ban,Corrode
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,BBL Esports,pick,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Team Heretics,pick,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,BBL Esports,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 1,Team Heretics vs BBL Esports,Team Heretics,ban,Lotus
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Karmine Corp,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,FNATIC,ban,Corrode
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Karmine Corp,pick,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,FNATIC,pick,Lotus
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,Karmine Corp,ban,Sunset
VCT 2025: EMEA Stage 2,Group Stage,Week 1,FNATIC vs Karmine Corp,FNATIC,ban,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Karmine Corp,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Apeks,ban,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Karmine Corp,pick,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Apeks,pick,Sunset
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Karmine Corp,ban,Corrode
VCT 2025: EMEA Stage 2,Group Stage,Week 2,Apeks vs Karmine Corp,Apeks,ban,Haven
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,BBL Esports,ban,Bind
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,GIANTX,ban,Ascent
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,BBL Esports,pick,Icebox
VCT 2025: EMEA Stage 2,Group Stage,Week 2,GIANTX vs BBL Esports,GIANTX,pick,Lotus
